,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
801,2020-01-23,79.48,79.89,78.9125,79.8075,78.066437,104471972,26117993,0.3275,0.41205,79.55,"January 23, 20",0.0041205
800,2020-01-24,80.0625,80.8325,79.3797,79.5775,77.841438,146537520,36634380,-0.485,-0.60578,80.1,"January 24, 20",-0.0060578
799,2020-01-27,77.515,77.9425,76.22,77.2375,75.55249,161908020,40477005,-0.2775,-0.358,77.42,"January 27, 20",-0.00358
798,2020-01-28,78.15,79.6,78.0475,79.4225,77.689819,162233944,40558486,1.2725,1.63,79.27,"January 28, 20",0.0163
797,2020-01-29,81.1125,81.9625,80.345,81.085,79.31604,216599620,54149905,-0.0275,-0.03390353,81.36,"January 29, 20",-0.0003390353
796,2020-01-30,80.1359,81.0225,79.6875,80.9675,79.201111,126551232,31637808,0.8316,1.04,80.42,"January 30, 20",0.0104
795,2020-01-31,80.2325,80.67,77.0725,77.3775,75.689453,199588384,49897096,-2.855,-3.56,78.5,"January 31, 20",-0.0356
794,2020-02-03,76.075,78.3725,75.555,77.165,75.481567,173985604,43496401,1.09,1.43,77.27,"February 03, 20",0.0143
793,2020-02-04,78.8275,79.91,78.4086,79.7125,77.973488,136616536,34154134,0.885,1.12,79.37,"February 04, 20",0.0112
792,2020-02-05,80.88,81.19,79.7375,80.3625,78.609314,118746872,29686718,-0.5175,-0.63984,80.37,"February 05, 20",-0.0063984
791,2020-02-06,80.6425,81.305,80.0662,81.3025,79.528801,105392140,26348035,0.66,0.81843,80.83,"February 06, 20",0.0081843
790,2020-02-07,80.5925,80.85,79.5,80.0075,78.4478,117684048,29421012,-0.585,-0.72587,80.26,"February 07, 20",-0.0072587
789,2020-02-10,78.545,80.3875,78.4625,80.3875,78.820374,109346860,27336715,1.8425,2.35,79.79,"February 10, 20",0.0235
788,2020-02-11,80.9,80.975,79.6775,79.9025,78.344841,94323120,23580780,-0.9975,-1.23,80.35,"February 11, 20",-0.0123
787,2020-02-12,80.3675,81.805,80.3675,81.8,80.205345,113730292,28432573,1.4325,1.78,81.2,"February 12, 20",0.0178
786,2020-02-13,81.0475,81.555,80.8375,81.2175,79.634209,94451512,23612878,0.17,0.20975,81.25,"February 13, 20",0.0020975
785,2020-02-14,81.185,81.495,80.7125,81.2375,79.653809,80113788,20028447,0.0525,0.06466712,81.16,"February 14, 20",0.0006466712
784,2020-02-18,78.84,79.9375,78.6525,79.75,78.195305,152762180,38190545,0.91,1.15,79.34,"February 18, 20",0.0115
783,2020-02-19,80.0,81.1425,80.0,80.905,79.327797,93983964,23495991,0.905,1.13,80.8,"February 19, 20",0.0113
782,2020-02-20,80.6575,81.1625,79.5525,80.075,78.513962,100565956,25141489,-0.5825,-0.72219,80.28,"February 20, 20",-0.0072219
781,2020-02-21,79.655,80.1125,77.625,78.2625,76.736824,129705660,32426415,-1.3925,-1.75,78.63,"February 21, 20",-0.0175
780,2020-02-24,74.315,76.045,72.3075,74.545,73.091774,222149312,55537328,0.23,0.30949,74.87,"February 24, 20",0.0030949
779,2020-02-25,75.2375,75.6325,71.5325,72.02,70.615997,230623456,57655864,-3.2175,-4.28,73.31,"February 25, 20",-0.0428
778,2020-02-26,71.6325,74.47,71.625,73.1625,71.736237,198153724,49538431,1.53,2.14,73.22,"February 26, 20",0.0214
777,2020-02-27,70.275,71.5,68.24,68.38,67.046974,318605524,79651381,-1.895,-2.7,69.95,"February 27, 20",-0.027
776,2020-02-28,64.315,69.6025,64.0925,68.34,67.007751,426884920,106721230,4.025,6.26,66.76,"February 28, 20",0.0626
775,2020-03-02,70.57,75.36,69.43,74.7025,73.246223,341329356,85332339,4.1325,5.86,72.17,"March 02, 20",0.0586
774,2020-03-03,75.9175,76.0,71.45,72.33,70.91996,319474208,79868552,-3.5875,-4.73,73.61,"March 03, 20",-0.0473
773,2020-03-04,74.11,75.85,73.2825,75.685,74.209549,219178272,54794568,1.575,2.13,74.56,"March 04, 20",0.0213
772,2020-03-05,73.88,74.8875,72.8525,73.23,71.802422,187572876,46893219,-0.65,-0.87981,73.82,"March 05, 20",-0.0087981
771,2020-03-06,70.5,72.705,70.3075,72.2575,70.848869,226176984,56544246,1.7575,2.49,71.45,"March 06, 20",0.0249
770,2020-03-09,65.9375,69.5225,65.75,66.5425,65.245285,286744832,71686208,0.605,0.91754,67.9,"March 09, 20",0.0091754
769,2020-03-10,69.285,71.61,67.3425,71.335,69.944374,285290080,71322520,2.05,2.96,69.46,"March 10, 20",0.0296
768,2020-03-11,69.3475,70.305,67.965,68.8575,67.515152,256379880,64094970,-0.49,-0.70659,69.1,"March 11, 20",-0.0070659
767,2020-03-12,63.985,67.5,62.0,62.0575,60.847717,418474068,104618517,-1.9275,-3.01,63.83,"March 12, 20",-0.0301
766,2020-03-13,66.2225,69.98,63.2375,69.4925,68.137779,368732128,92183032,3.27,4.94,65.74,"March 13, 20",0.0494
765,2020-03-16,60.4875,64.77,60.0,60.5525,59.372059,322423460,80605865,0.065,0.10746,62.62,"March 16, 20",0.0010746
764,2020-03-17,61.8775,64.4025,59.6,63.215,61.982658,323855860,80963965,1.3375,2.16,62.48,"March 17, 20",0.0216
763,2020-03-18,59.9425,62.5,59.28,61.6675,60.465324,300233624,75058406,1.725,2.88,60.79,"March 18, 20",0.0288
762,2020-03-19,61.8463,63.21,60.6525,61.195,60.002037,271857020,67964255,-0.6513,-1.05,61.9,"March 19, 20",-0.0105
